Klucz klienta,Klucz Geograficzny,Imię,Nazwisko,Data urodzenia,Stan cywilny,Płeć,Ilość dzieci
11814.0,542.0,Dalton,Morgan,1970-07-08 00:00:00,M,M,2.0
11815.0,642.0,Hannah,Patterson,1970-04-24 00:00:00,M,F,3.0
11816.0,300.0,Joe,Torres,1970-10-23 00:00:00,M,M,4.0
11817.0,310.0,Morgan,Miller,1970-11-27 00:00:00,S,F,4.0
11818.0,312.0,Daniel,Garcia,1970-04-22 00:00:00,M,M,4.0
11819.0,616.0,Jose,Lal,1967-10-10 00:00:00,M,M,2.0
11820.0,69.0,Katelyn,Lopez,1966-08-26 00:00:00,M,F,0.0
11821.0,300.0,Austin,Johnson,1966-04-15 00:00:00,M,M,0.0
11822.0,336.0,Rohinton,Wadia,1966-06-13 00:00:00,M,F,0.0
11823.0,53.0,Morgan,Turner,1966-10-24 00:00:00,M,F,0.0
11824.0,55.0,Jill,Martin,1966-10-07 00:00:00,M,F,4.0
11825.0,298.0,Aimee,She,1966-05-18 00:00:00,S,F,5.0
11826.0,300.0,Jessie,Alonso,1966-02-15 00:00:00,M,F,5.0
11827.0,55.0,Sara,Baker,1969-09-20 00:00:00,M,F,2.0
11828.0,545.0,Katherine,Martinez,1969-06-08 00:00:00,M,F,5.0
11829.0,637.0,Sophia,Campbell,1969-11-02 00:00:00,M,F,5.0
11830.0,336.0,Taylor,Garcia,1969-01-15 00:00:00,M,F,3.0
11831.0,358.0,Christian,Ross,1969-11-24 00:00:00,M,M,3.0
11832.0,644.0,Zoe,Murphy,1965-04-05 00:00:00,S,F,0.0
11833.0,59.0,Oscar,Price,1965-07-23 00:00:00,M,M,3.0
11834.0,339.0,Fernando,Flores,1965-10-25 00:00:00,S,M,3.0
11835.0,53.0,Elijah,Russell,1965-06-19 00:00:00,S,M,3.0
11836.0,616.0,Garrett,Travers,1965-04-27 00:00:00,M,M,3.0
11837.0,360.0,Haley,Alexander,1965-08-09 00:00:00,S,F,3.0
11838.0,536.0,Justin,Rodriguez,1965-02-09 00:00:00,S,M,3.0
11839.0,369.0,Tyler,Brown,1965-07-25 00:00:00,S,M,0.0
11840.0,336.0,Julian,Patterson,1965-05-17 00:00:00,M,M,0.0
11841.0,52.0,Sean,Nelson,1964-03-16 00:00:00,M,M,0.0
11842.0,631.0,Justin,Wilson,1964-10-04 00:00:00,S,M,4.0
11843.0,536.0,Christy,Nara,1964-11-11 00:00:00,S,F,4.0
11844.0,307.0,Michele,Alvarez,1964-04-08 00:00:00,S,F,4.0
11845.0,63.0,Natalie,Jones,1924-08-18 00:00:00,S,F,2.0
11846.0,337.0,Savannah,Reed,1964-06-15 00:00:00,S,F,4.0
11847.0,547.0,Cassidy,Diaz,1964-12-01 00:00:00,S,F,4.0
11848.0,648.0,Joshua,Lewis,1964-02-28 00:00:00,M,M,4.0
11849.0,331.0,Faith,Reed,1964-09-13 00:00:00,S,F,4.0
11850.0,347.0,Brooke,Ramirez,1964-03-23 00:00:00,S,F,4.0
11851.0,311.0,Jada,Mitchell,1963-09-08 00:00:00,S,F,4.0
11852.0,334.0,Kyle,Russell,1963-10-25 00:00:00,S,M,4.0
11853.0,311.0,Grace,Jones,1968-11-18 00:00:00,S,F,0.0
11854.0,383.0,Jason,Mitchell,1968-04-18 00:00:00,S,M,2.0
11855.0,302.0,Christian,Walker,1963-08-13 00:00:00,M,M,4.0
11856.0,539.0,Seth,Hernandez,1963-08-17 00:00:00,M,M,3.0
11857.0,614.0,Isabella,Young,1963-03-12 00:00:00,S,F,3.0
11858.0,361.0,Jordan,Coleman,1962-12-07 00:00:00,M,M,3.0
11859.0,631.0,Blake,Garcia,1962-09-09 00:00:00,M,M,1.0
11860.0,343.0,Nicole,Walker,1962-01-09 00:00:00,M,F,1.0
11861.0,71.0,Katherine,Carter,1962-04-24 00:00:00,M,F,1.0
11862.0,616.0,Olivia,Peterson,1961-09-15 00:00:00,S,F,4.0
11863.0,638.0,Jessica,Wood,1961-10-11 00:00:00,M,F,1.0
11864.0,642.0,Elizabeth,Thompson,1961-09-06 00:00:00,M,F,1.0
11865.0,343.0,Chloe,Rivera,1961-02-06 00:00:00,M,F,1.0
11866.0,325.0,Lucas,Scott,1961-07-02 00:00:00,M,M,1.0
11867.0,343.0,Nathaniel,James,1960-04-24 00:00:00,M,M,4.0
11868.0,68.0,Jessica,Peterson,1967-08-04 00:00:00,S,F,0.0
11869.0,71.0,Kaitlyn,Adams,1967-11-06 00:00:00,S,F,0.0
11870.0,612.0,Jillian,Garcia,1967-07-14 00:00:00,S,F,0.0
11871.0,626.0,Dalton,Bennett,1967-08-16 00:00:00,S,M,0.0
11872.0,325.0,Faith,Patterson,1967-07-21 00:00:00,S,F,0.0
11873.0,372.0,Ryan,Zhang,1967-04-12 00:00:00,M,M,0.0
11874.0,385.0,Adrian,Bell,1967-03-10 00:00:00,S,M,0.0
11875.0,51.0,Jonathan,Brown,1960-08-03 00:00:00,M,M,1.0
11876.0,348.0,Madison,White,1960-11-13 00:00:00,M,F,1.0
11877.0,345.0,Alexis,Diaz,1960-10-07 00:00:00,M,F,1.0
11878.0,607.0,Christine,Nara,1960-02-08 00:00:00,M,F,1.0
11879.0,536.0,Edgar,Sai,1960-10-03 00:00:00,M,M,1.0
11880.0,548.0,Melissa,Sanchez,1959-08-20 00:00:00,M,F,1.0
11881.0,326.0,Richard,Mitchell,1959-07-24 00:00:00,M,M,4.0
11882.0,637.0,Patrick,Stewart,1959-03-12 00:00:00,M,M,4.0
11883.0,612.0,Hannah,Anderson,1959-08-14 00:00:00,M,F,5.0
11884.0,607.0,Latoya,Shen,1959-04-26 00:00:00,M,F,5.0
11885.0,302.0,Kurt,Sharma,1959-09-25 00:00:00,M,M,2.0
11886.0,369.0,Katelyn,Parker,1958-01-20 00:00:00,M,F,3.0
11887.0,312.0,Joseph,White,1958-04-05 00:00:00,M,M,1.0
11888.0,49.0,Aaron,Ross,1958-12-22 00:00:00,M,M,1.0
11889.0,633.0,Blake,Patterson,1958-05-28 00:00:00,S,M,1.0
11890.0,299.0,Whitney,Lopez,1958-11-15 00:00:00,M,F,5.0
11891.0,300.0,Jamie,Liang,1958-09-17 00:00:00,M,F,5.0
11892.0,14.0,Julio,Ortega,1969-10-08 00:00:00,M,M,1.0
11893.0,18.0,Orlando,Carlson,1969-02-09 00:00:00,M,M,2.0
11894.0,25.0,Ann,Gonzalez,1969-05-04 00:00:00,M,F,1.0
11895.0,23.0,Dustin,Chander,1969-07-21 00:00:00,M,M,1.0
11896.0,16.0,Frank,Carlson,1969-11-18 00:00:00,M,M,1.0
11897.0,38.0,Orlando,Ashe,1968-11-28 00:00:00,S,M,2.0
11898.0,20.0,Angela,Henderson,1970-07-03 00:00:00,M,F,4.0
11899.0,36.0,Brenda,Perez,1970-09-16 00:00:00,S,F,4.0
11900.0,10.0,Byron,Carlson,1970-03-07 00:00:00,S,M,2.0
11901.0,3.0,Stacy,Alvarez,1968-02-19 00:00:00,S,F,2.0
11902.0,7.0,Drew,Pal,1967-03-18 00:00:00,M,M,5.0
11903.0,21.0,Kate,Raji,1969-04-27 00:00:00,S,F,1.0
11904.0,34.0,Kaylee,Cook,1969-11-09 00:00:00,S,F,1.0
11905.0,31.0,Isaiah,Ramirez,1969-06-16 00:00:00,S,M,1.0
11906.0,20.0,Gabriella,Sanders,1967-02-18 00:00:00,M,F,5.0
11907.0,19.0,Sarah,Garcia,1967-09-08 00:00:00,S,F,5.0
11908.0,38.0,Rafael,Tang,1966-07-11 00:00:00,S,M,5.0
11909.0,26.0,Nichole,She,1966-02-10 00:00:00,M,F,5.0
11910.0,4.0,Jaclyn,Zheng,1966-06-12 00:00:00,M,F,5.0
11911.0,34.0,Rachael,Kapoor,1966-11-16 00:00:00,M,F,5.0
11912.0,27.0,Rachael,Sai,1965-12-17 00:00:00,S,F,3.0
11913.0,37.0,Rebecca,Robinson,1965-06-11 00:00:00,M,F,3.0
11914.0,13.0,Meagan,Rana,1968-05-08 00:00:00,S,F,0.0
11915.0,13.0,Philip,Carlson,1968-03-16 00:00:00,S,M,0.0
11916.0,40.0,Joe,Rana,1965-09-07 00:00:00,S,M,0.0
11917.0,3.0,Roy,Sanz,1965-10-22 00:00:00,S,M,0.0
11918.0,2.0,Kaylee,Hill,1964-03-03 00:00:00,M,F,3.0
11919.0,26.0,Warren,Andersen,1964-02-18 00:00:00,M,M,4.0
11920.0,20.0,Adrienne,Gomez,1964-02-28 00:00:00,S,F,4.0
11921.0,33.0,Gilbert,Zhu,1964-12-23 00:00:00,M,M,4.0
11922.0,69.0,James,Davis,1968-08-20 00:00:00,S,M,4.0
11923.0,343.0,Sarah,Bryant,1979-10-23 00:00:00,M,F,0.0
11924.0,347.0,Ian,Long,1979-10-25 00:00:00,S,M,0.0
11925.0,609.0,Ashlee,Jai,1978-11-06 00:00:00,S,F,0.0
11926.0,546.0,Eduardo,Foster,1978-03-18 00:00:00,S,M,0.0
11927.0,638.0,Nicole,Murphy,1978-07-24 00:00:00,S,F,0.0
11928.0,316.0,Isabella,Morris,1978-09-07 00:00:00,M,F,0.0
11929.0,17.0,Virginia,Gonzalez,1946-02-12 00:00:00,S,F,2.0
11930.0,12.0,Jaclyn,Nara,1947-05-04 00:00:00,M,F,4.0
11931.0,352.0,Marcus,Adams,1978-11-13 00:00:00,S,M,0.0
11932.0,369.0,Elizabeth,Coleman,1978-08-11 00:00:00,M,F,0.0
11933.0,609.0,Mathew,Rubio,1977-03-04 00:00:00,S,M,0.0
11934.0,612.0,Justin,Shan,1977-10-14 00:00:00,S,M,0.0
11935.0,543.0,Jessica,Taylor,1977-11-19 00:00:00,S,F,0.0
11936.0,634.0,Hunter,Clark,1977-04-11 00:00:00,M,M,0.0
11937.0,548.0,Devin,Perez,1977-06-05 00:00:00,M,M,0.0
11938.0,314.0,Seth,Alexander,1977-09-21 00:00:00,M,M,0.0
11939.0,329.0,Kevin,Washington,1977-06-22 00:00:00,S,M,0.0
11940.0,385.0,Tyler,Miller,1977-07-12 00:00:00,M,M,3.0
11941.0,553.0,Adam,Roberts,1976-11-26 00:00:00,S,M,0.0
11942.0,10.0,George,Gonzalez,1949-06-13 00:00:00,M,M,2.0
11943.0,40.0,Dawn,Huang,1949-02-27 00:00:00,M,F,2.0
11944.0,15.0,Rachael,Rodriguez,1950-10-15 00:00:00,S,F,3.0
11945.0,311.0,Dennis,Huang,1980-09-11 00:00:00,M,M,0.0
11946.0,18.0,Brandy,Saunders,1951-01-03 00:00:00,S,F,3.0
11947.0,14.0,Jenny,Zheng,1951-10-22 00:00:00,S,F,3.0
11948.0,17.0,Tasha,Xu,1951-04-10 00:00:00,M,F,3.0
11949.0,374.0,Julia,Brooks,1980-11-05 00:00:00,S,F,0.0
11950.0,312.0,Jordan,Carter,1979-09-10 00:00:00,M,F,0.0
11951.0,35.0,Lacey,Huang,1952-08-06 00:00:00,M,F,2.0
11952.0,34.0,Dorothy,Robinson,1954-09-23 00:00:00,S,M,2.0
11953.0,545.0,Courtney,Wright,1975-09-04 00:00:00,S,F,0.0
11954.0,325.0,Joseph,Garcia,1975-08-17 00:00:00,M,M,0.0
11955.0,325.0,Gabriel,Green,1975-04-05 00:00:00,S,M,0.0
11956.0,300.0,Alexandria,Sandberg,1974-09-03 00:00:00,S,F,0.0
11957.0,634.0,Courtney,Hernandez,1973-08-12 00:00:00,S,F,0.0
11958.0,611.0,Dylan,Lal,1973-01-06 00:00:00,S,M,0.0
11959.0,335.0,Elizabeth,Davis,1973-04-07 00:00:00,S,F,0.0
11960.0,634.0,Ana,Griffin,1973-07-03 00:00:00,S,F,0.0
11961.0,299.0,Anne,Alvarez,1973-06-24 00:00:00,S,F,0.0
11962.0,298.0,Alexandra,Roberts,1976-11-28 00:00:00,S,F,0.0
11963.0,2.0,Antonio,Patterson,1955-06-13 00:00:00,M,M,2.0
11964.0,22.0,Sharon,Salavaria,1956-02-17 00:00:00,S,M,2.0
11965.0,8.0,Katie,She,1956-10-19 00:00:00,S,F,2.0
11966.0,32.0,Rafael,Black,1956-02-17 00:00:00,S,M,2.0
11967.0,25.0,Latasha,Munoz,1957-02-10 00:00:00,S,F,2.0
11968.0,9.0,Kelsey,Becker,1958-10-21 00:00:00,S,F,0.0
11969.0,30.0,Randy,Xu,1958-07-25 00:00:00,S,M,0.0
11970.0,552.0,Bailey,Collins,1973-11-16 00:00:00,S,F,0.0
11971.0,322.0,Amanda,Adams,1973-09-03 00:00:00,S,F,0.0
11972.0,614.0,Katherine,Williams,1974-03-23 00:00:00,M,F,0.0
11973.0,635.0,Caroline,Barnes,1974-02-03 00:00:00,S,F,0.0
11974.0,299.0,Randy,Sun,1974-02-07 00:00:00,S,M,0.0
11975.0,307.0,Destiny,Garcia,1974-10-04 00:00:00,S,F,0.0
11976.0,12.0,Audrey,Ramos,1959-05-26 00:00:00,S,F,1.0
11977.0,10.0,Bonnie,Jai,1959-05-23 00:00:00,M,F,0.0
11978.0,322.0,Jackson,Washington,1966-10-22 00:00:00,M,M,0.0
11979.0,69.0,Christopher,Johnson,1957-05-08 00:00:00,M,M,2.0
11980.0,369.0,Kimberly,Richardson,1957-12-18 00:00:00,S,F,2.0
11981.0,616.0,Alexandria,Howard,1957-02-03 00:00:00,S,F,2.0
11982.0,359.0,Alexandra,Foster,1957-04-04 00:00:00,S,F,2.0
11983.0,298.0,Cheryl,Ortega,1957-02-27 00:00:00,M,F,3.0
11984.0,59.0,Alex,Campbell,1957-06-06 00:00:00,M,M,2.0
11985.0,536.0,Melanie,Hughes,1957-11-18 00:00:00,M,F,2.0
11986.0,34.0,Max,Alvarez,1963-07-24 00:00:00,S,M,0.0
11987.0,38.0,Diane,Vazquez,1967-11-27 00:00:00,M,F,4.0
11988.0,4.0,Kathryn,Chapman,1962-08-20 00:00:00,S,F,1.0
11989.0,24.0,Kara,Anand,1962-03-28 00:00:00,S,F,1.0
11990.0,10.0,Joanna,Vazquez,1962-07-15 00:00:00,S,F,1.0
11991.0,9.0,Frederick,Martinez,1962-08-10 00:00:00,M,M,1.0
11992.0,20.0,Tonya,Chande,1961-06-13 00:00:00,S,F,1.0
11993.0,4.0,Rosa,Wang,1961-03-19 00:00:00,S,F,1.0
11994.0,27.0,Leah,Hu,1966-10-22 00:00:00,S,F,0.0
11995.0,39.0,Kelvin,Carson,1960-06-14 00:00:00,M,M,1.0
11996.0,21.0,Veronica,Srini,1960-08-02 00:00:00,S,F,1.0
11997.0,2.0,Kristina,Kapoor,1960-04-07 00:00:00,M,F,1.0
11998.0,24.0,Donna,Sharma,1960-08-10 00:00:00,M,F,1.0
11999.0,10.0,Johnny,Shan,1960-06-05 00:00:00,M,M,1.0
12000.0,21.0,Ashley,Russell,1965-03-12 00:00:00,S,F,0.0
12001.0,4.0,Shannon,Yang,1965-07-06 00:00:00,S,F,5.0
12002.0,5.0,Adriana,Lopez,1964-02-06 00:00:00,S,F,0.0
12003.0,25.0,Audrey,Munoz,1963-03-11 00:00:00,S,F,0.0
12004.0,36.0,Jarrod,Suri,1963-12-20 00:00:00,S,M,0.0
12005.0,24.0,Gilbert,Shen,1962-07-17 00:00:00,M,M,1.0
12006.0,27.0,Richard,Blue,1962-03-16 00:00:00,M,M,5.0
12007.0,20.0,Shannon,Sun,1961-07-26 00:00:00,M,F,1.0
12008.0,25.0,Sharon,Yuan,1961-08-22 00:00:00,M,F,5.0
12009.0,11.0,Ann,Martinez,1957-08-03 00:00:00,S,F,1.0
12010.0,27.0,Max,Serrano,1957-02-26 00:00:00,M,M,1.0
12011.0,32.0,Morgan,Johnson,1935-02-17 00:00:00,S,F,2.0
12012.0,2.0,Monica,Schmidt,1960-10-22 00:00:00,M,F,3.0
12013.0,39.0,Kayla,Lewis,1953-03-07 00:00:00,S,F,2.0
12014.0,32.0,Devin,Sanders,1949-02-09 00:00:00,M,M,2.0
12015.0,336.0,Jacob,White,1976-07-09 00:00:00,S,M,0.0
12016.0,310.0,Meredith,Serrano,1975-12-13 00:00:00,S,F,0.0
12017.0,60.0,David,Simmons,1976-10-27 00:00:00,M,M,0.0
12018.0,359.0,Devin,Henderson,1980-08-02 00:00:00,M,M,0.0
12019.0,374.0,Gabrielle,Cox,1980-11-13 00:00:00,S,F,0.0
12020.0,60.0,Olivia,Rogers,1979-09-14 00:00:00,M,F,0.0
12021.0,16.0,Deborah,Yuan,1946-02-13 00:00:00,S,F,5.0
12022.0,553.0,Jose,Wright,1980-11-22 00:00:00,S,M,0.0
12023.0,310.0,Fernando,Johnson,1978-07-08 00:00:00,S,M,0.0
12024.0,632.0,Samuel,Edwards,1978-06-26 00:00:00,S,M,0.0
12025.0,542.0,Logan,Diaz,1978-06-18 00:00:00,M,M,0.0
12026.0,383.0,Lucas,Flores,1978-07-17 00:00:00,M,M,0.0
12027.0,635.0,Haley,Wood,1978-10-26 00:00:00,M,F,0.0
12028.0,335.0,Sarah,Lewis,1977-11-11 00:00:00,S,F,0.0
12029.0,298.0,Damien,Hu,1977-10-16 00:00:00,M,M,0.0
12030.0,618.0,Ana,Washington,1977-02-05 00:00:00,S,F,0.0
12031.0,49.0,Logan,Jai,1979-10-19 00:00:00,S,M,0.0
12032.0,62.0,Tyler,Taylor,1979-05-26 00:00:00,S,M,0.0
12033.0,611.0,Kristen,Guo,1979-05-02 00:00:00,S,F,0.0
12034.0,33.0,Julian,Long,1941-03-14 00:00:00,M,M,2.0
12035.0,31.0,Gerald,Prasad,1941-06-22 00:00:00,M,M,2.0
12036.0,26.0,Summer,Lopez,1941-02-06 00:00:00,M,F,2.0
12037.0,21.0,Patricia,Chapman,1943-09-14 00:00:00,S,F,2.0
12038.0,3.0,George,Vance,1943-08-10 00:00:00,S,M,2.0
12039.0,32.0,Ricardo,Nath,1943-02-13 00:00:00,M,M,2.0
12040.0,359.0,Richard,Torres,1976-08-18 00:00:00,M,M,0.0
12041.0,627.0,Seth,Martin,1975-06-07 00:00:00,M,M,0.0
12042.0,648.0,Alex,Carter,1975-09-27 00:00:00,M,M,0.0
12043.0,322.0,Carson,Patterson,1974-09-21 00:00:00,M,M,0.0
12044.0,337.0,Madeline,Lopez,1974-05-27 00:00:00,S,F,0.0
12045.0,339.0,Luis,Russell,1974-06-25 00:00:00,S,M,0.0
12046.0,358.0,Alexa,Cook,1974-07-18 00:00:00,S,F,0.0
12047.0,383.0,Alexandra,Davis,1974-03-25 00:00:00,S,F,0.0
12048.0,542.0,Kayla,Coleman,1972-05-19 00:00:00,S,F,0.0
12049.0,338.0,Angela,Russell,1968-04-11 00:00:00,S,F,0.0
12050.0,336.0,Aaron,Young,1967-09-14 00:00:00,S,M,0.0
12051.0,343.0,Isaiah,Scott,1967-09-24 00:00:00,S,M,0.0
12052.0,355.0,Makayla,Ward,1967-05-27 00:00:00,S,F,0.0
12053.0,301.0,Cedric,Gao,1967-05-15 00:00:00,S,M,0.0
12054.0,57.0,Luke,Diaz,1968-06-04 00:00:00,M,M,4.0
12055.0,56.0,Arianna,Richardson,1968-11-20 00:00:00,M,F,4.0
12056.0,54.0,Ian,Ward,1942-06-15 00:00:00,M,M,2.0
12057.0,627.0,Madeline,Collins,1943-03-15 00:00:00,M,F,2.0
12058.0,322.0,Chloe,Nelson,1943-07-03 00:00:00,M,F,2.0
12059.0,635.0,Jason,Jenkins,1943-06-02 00:00:00,M,M,2.0
12060.0,66.0,Andrew,Wedge,1943-04-16 00:00:00,S,M,1.0
12061.0,62.0,Bryce,Brooks,1943-05-09 00:00:00,M,M,1.0
12062.0,358.0,Edward,Long,1944-06-04 00:00:00,M,M,4.0
12063.0,609.0,Xavier,Martinez,1944-09-08 00:00:00,M,M,4.0
12064.0,539.0,John,White,1944-10-09 00:00:00,S,M,4.0
12065.0,618.0,Isaiah,Collins,1944-07-03 00:00:00,M,M,4.0
12066.0,338.0,Wyatt,Powell,1944-08-12 00:00:00,M,M,4.0
12067.0,355.0,Aaron,Bryant,1944-11-14 00:00:00,S,M,4.0
12068.0,345.0,Maria,Jenkins,1944-05-22 00:00:00,S,F,4.0
12069.0,307.0,Garrett,Kelly,1944-11-01 00:00:00,M,M,4.0
12070.0,300.0,Luke,Ross,1944-09-03 00:00:00,M,M,4.0
12071.0,300.0,Robert,Robinson,1944-04-02 00:00:00,M,M,4.0
12072.0,334.0,Tristan,Ross,1944-08-24 00:00:00,M,M,4.0
12073.0,334.0,Thomas,Rodriguez,1944-08-23 00:00:00,M,M,4.0
12074.0,59.0,Megan,Jenkins,1944-10-27 00:00:00,S,F,4.0
12075.0,618.0,Cameron,Griffin,1944-06-26 00:00:00,S,M,4.0
12076.0,322.0,Chloe,Washington,1944-02-26 00:00:00,M,F,5.0
12077.0,65.0,Nicole,Sandberg,1945-03-21 00:00:00,S,F,5.0
12078.0,648.0,Jose,Edwards,1945-02-18 00:00:00,M,M,4.0
12079.0,343.0,Nathaniel,Cooper,1945-10-13 00:00:00,M,M,4.0
12080.0,49.0,Grace,Sanchez,1946-06-09 00:00:00,S,F,4.0
12081.0,59.0,Kaitlyn,Perez,1946-06-05 00:00:00,S,F,5.0
12082.0,315.0,Lauren,Sanchez,1946-10-12 00:00:00,M,F,5.0
12083.0,614.0,Kayla,Alexander,1946-02-28 00:00:00,M,F,4.0
12084.0,545.0,Aidan,Perry,1947-08-07 00:00:00,M,M,5.0
12085.0,547.0,Tyler,Rodriguez,1947-12-25 00:00:00,M,M,2.0
12086.0,62.0,Emily,Clark,1947-08-13 00:00:00,S,F,2.0
12087.0,334.0,Sean,Cook,1947-07-14 00:00:00,S,M,4.0
12088.0,548.0,Lauren,Thompson,1947-07-22 00:00:00,S,F,4.0
12089.0,54.0,Nathaniel,Richardson,1947-10-24 00:00:00,M,M,4.0
12090.0,62.0,Savannah,Carter,1948-07-05 00:00:00,M,F,2.0
12091.0,536.0,Eddie,Munoz,1948-11-12 00:00:00,M,M,2.0
12092.0,612.0,Austin,White,1948-02-09 00:00:00,M,M,2.0
12093.0,300.0,Levi,Chandra,1948-11-08 00:00:00,M,M,2.0
12094.0,335.0,Bailey,Bailey,1948-09-19 00:00:00,M,F,2.0
12095.0,336.0,Austin,Griffin,1948-02-25 00:00:00,M,M,2.0
12096.0,358.0,Caitlin,Brooks,1948-02-27 00:00:00,M,F,2.0
12097.0,65.0,Sean,Allen,1949-11-13 00:00:00,S,M,2.0
12098.0,641.0,Grace,Clark,1949-10-25 00:00:00,S,F,2.0
12099.0,648.0,Sydney,Hall,1949-11-18 00:00:00,S,F,2.0
12100.0,301.0,Jon,Sun,1949-04-24 00:00:00,S,M,2.0
12101.0,345.0,Logan,Patterson,1949-04-24 00:00:00,S,M,4.0
12102.0,347.0,Devin,Simmons,1949-06-04 00:00:00,M,M,4.0
12103.0,348.0,Chloe,White,1949-10-12 00:00:00,M,F,4.0
12104.0,352.0,Mariah,Ross,1949-01-11 00:00:00,M,F,4.0
12105.0,385.0,Abigail,Foster,1949-05-16 00:00:00,S,F,5.0
12106.0,59.0,Isaiah,Baker,1950-06-08 00:00:00,M,M,2.0
12107.0,69.0,Nathan,Gonzales,1950-08-15 00:00:00,M,M,2.0
12108.0,627.0,James,Walker,1950-02-23 00:00:00,M,M,2.0
12109.0,641.0,Morgan,Foster,1950-03-20 00:00:00,S,F,2.0
12110.0,302.0,Bianca,Guo,1950-02-03 00:00:00,M,F,2.0
12111.0,322.0,Jacqueline,Gonzales,1950-08-04 00:00:00,M,F,2.0
12112.0,337.0,Arianna,Henderson,1950-06-09 00:00:00,M,F,4.0
12113.0,51.0,Nathan,Hughes,1951-08-23 00:00:00,M,M,2.0
12114.0,53.0,Charles,Richardson,1951-11-07 00:00:00,M,M,2.0
12115.0,543.0,Chloe,Richardson,1951-02-08 00:00:00,S,F,2.0
12116.0,547.0,Amanda,Gray,1951-02-22 00:00:00,S,F,2.0
12117.0,637.0,Cameron,Yang,1951-08-03 00:00:00,M,M,2.0
12118.0,298.0,Miguel,Sanchez,1951-01-27 00:00:00,M,F,2.0
12119.0,299.0,Keith,Raje,1951-06-01 00:00:00,M,M,2.0
12120.0,618.0,Xavier,Simmons,1952-07-11 00:00:00,M,M,3.0
12121.0,545.0,Logan,Wilson,1952-09-25 00:00:00,S,M,3.0
12122.0,68.0,Destiny,Coleman,1952-12-18 00:00:00,M,F,4.0
12123.0,275.0,Wesley,Liang,1958-06-14 00:00:00,M,M,2.0
12124.0,192.0,Brandi,Gill,1957-02-08 00:00:00,S,F,2.0
12125.0,149.0,Diana,Ortega,1957-01-12 00:00:00,M,F,2.0
12126.0,247.0,Tammy,Raman,1957-11-18 00:00:00,M,F,2.0
12127.0,186.0,Grace,Davis,1956-12-14 00:00:00,M,F,2.0
12128.0,123.0,Kristy,Munoz,1956-12-16 00:00:00,M,F,3.0
12129.0,158.0,Wendy,Alvarez,1956-09-21 00:00:00,M,F,3.0
12130.0,151.0,Suzanne,Zhou,1956-08-12 00:00:00,S,F,3.0
12131.0,186.0,Randall,Dominguez,1955-10-17 00:00:00,M,M,2.0
12132.0,224.0,Kaitlyn,Henderson,1955-11-19 00:00:00,M,F,3.0
12133.0,242.0,Colleen,Xie,1955-12-26 00:00:00,M,F,3.0
12134.0,269.0,Hector,Alonso,1955-09-23 00:00:00,M,M,3.0
12135.0,316.0,Fernando,Taylor,1957-04-11 00:00:00,M,M,2.0
12136.0,49.0,Blake,Turner,1932-11-08 00:00:00,M,M,4.0
12137.0,347.0,Jack,Green,1932-11-04 00:00:00,M,M,3.0
12138.0,536.0,Colin,Jai,1933-11-26 00:00:00,M,M,3.0
12139.0,609.0,Franklin,Yang,1933-03-15 00:00:00,M,M,4.0
12140.0,71.0,Oscar,Russell,1965-03-11 00:00:00,S,M,4.0
12141.0,536.0,Kaitlyn,Lee,1965-09-20 00:00:00,S,F,4.0
12142.0,545.0,Gabriella,Torres,1965-01-06 00:00:00,S,F,4.0
12143.0,632.0,Logan,Turner,1965-11-13 00:00:00,M,M,4.0
12144.0,632.0,Kelly,Jenkins,1965-11-10 00:00:00,M,F,4.0
12145.0,644.0,Brandon,Butler,1965-10-04 00:00:00,M,M,4.0
12146.0,311.0,Xavier,Thomas,1965-07-14 00:00:00,S,M,3.0
12147.0,50.0,Taylor,Patterson,1964-12-28 00:00:00,M,F,4.0
12148.0,548.0,Gabrielle,Morris,1964-12-06 00:00:00,S,F,5.0
12149.0,552.0,Bailey,Scott,1964-06-24 00:00:00,M,F,5.0
12150.0,316.0,Logan,Wang,1964-08-12 00:00:00,M,M,2.0
12151.0,335.0,Steven,Kelly,1964-05-12 00:00:00,M,M,2.0
12152.0,335.0,Adrian,Ramirez,1964-03-26 00:00:00,M,M,2.0
12153.0,348.0,Kaitlyn,Bailey,1956-09-15 00:00:00,S,F,3.0
12154.0,71.0,Hailey,Adams,1956-07-24 00:00:00,S,F,3.0
12155.0,648.0,Gabriella,Lopez,1956-10-15 00:00:00,S,F,3.0
12156.0,301.0,Bonnie,Raji,1934-01-12 00:00:00,M,F,4.0
12157.0,336.0,William,White,1934-09-22 00:00:00,M,M,1.0
12158.0,66.0,Kyle,Phillips,1963-04-24 00:00:00,M,M,4.0
12159.0,71.0,Kaitlyn,Scott,1963-11-14 00:00:00,M,F,4.0
12160.0,536.0,Jaclyn,Zhang,1963-11-24 00:00:00,S,F,0.0
12161.0,648.0,Alexandria,Rogers,1963-03-08 00:00:00,M,F,5.0
12162.0,331.0,Luke,Mitchell,1963-12-20 00:00:00,S,M,4.0
12163.0,368.0,Aaron,Wang,1963-09-05 00:00:00,S,M,2.0
12164.0,372.0,Noah,Butler,1963-04-13 00:00:00,M,M,3.0
12165.0,51.0,Caleb,Flores,1962-06-12 00:00:00,M,M,5.0
12166.0,54.0,Jared,Rogers,1962-03-14 00:00:00,M,M,5.0
